Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset
4865,4866,4.008,0.250,2,6,47.306,47.138,49.272,-1.030
4866,4867,4.008,0.250,2,6,47.357,47.163,49.328,-1.030
4867,4868,4.008,0.250,2,6,47.327,47.214,49.326,-1.030
4868,4869,4.008,0.250,2,6,47.283,47.176,49.255,-1.030
4871,4872,4.008,0.250,2,6,44.704,44.526,46.631,0.119
4873,4874,4.008,0.250,2,6,44.715,44.612,46.659,0.119
4874,4875,4.008,0.250,2,6,44.731,44.635,46.707,0.119
4875,4876,4.008,0.250,2,6,44.399,44.346,46.466,0.119
4876,4877,4.008,0.250,2,6,44.420,44.354,46.516,0.119
4877,4878,4.008,0.250,2,6,44.338,44.345,46.414,0.119
4878,4879,4.008,0.250,2,6,44.408,44.401,46.468,0.119
4879,4880,4.008,0.250,2,6,44.381,44.365,46.455,0.119
4882,4883,4.008,0.250,2,6,44.394,44.542,46.494,0.113
4884,4885,4.008,0.250,2,6,44.429,44.492,46.601,0.113
4885,4886,4.008,0.250,2,6,44.473,44.625,46.616,0.113
4887,4888,4.008,0.250,2,6,44.321,44.496,46.447,0.113
4888,4889,4.008,0.250,2,6,44.373,44.534,46.499,0.113
4889,4890,4.008,0.250,2,6,44.441,44.535,46.574,0.113
4890,4891,4.008,0.250,2,6,44.467,44.615,46.590,0.113
4892,4893,4.008,0.250,2,6,44.394,44.564,45.611,-1.000
4893,4894,4.008,0.250,2,6,44.412,44.538,45.641,-1.000
4894,4895,4.008,0.250,2,6,44.497,44.533,45.597,-1.000
4895,4896,4.008,0.250,2,6,44.570,44.729,45.832,-1.000
4896,4897,4.008,0.250,2,6,44.555,44.649,45.752,-1.000
4897,4898,4.008,0.250,2,6,44.570,44.697,45.735,-1.000
4898,4899,4.008,0.250,2,6,44.511,44.589,45.634,-1.000
4899,4900,4.008,0.250,2,6,44.506,44.668,45.745,-1.000
4900,4901,4.008,0.250,2,6,44.528,44.648,45.737,-1.000
4901,4902,4.008,0.250,2,6,44.656,44.754,45.784,-1.000
4904,4905,4.008,0.250,2,6,44.448,44.527,45.724,-1.000
4905,4906,4.008,0.250,2,6,44.537,44.700,45.743,-1.000
4906,4907,4.008,0.250,2,6,44.548,44.625,45.805,-1.000
4907,4908,4.008,0.250,2,6,44.542,44.706,45.799,-1.000
4908,4909,4.008,0.250,2,6,44.513,44.635,45.675,-1.000
4909,4910,4.008,0.250,2,6,44.522,44.639,45.631,-1.000
4914,4915,4.008,0.250,2,6,44.531,44.553,45.659,0.145
4916,4917,4.008,0.250,2,6,44.522,44.589,45.676,0.145
4917,4918,4.008,0.250,2,6,44.533,44.597,45.684,0.145
4918,4919,4.008,0.250,2,6,44.542,44.570,45.674,0.145
4919,4920,4.008,0.250,2,6,44.560,44.583,45.665,0.145
4920,4921,4.008,0.250,2,6,44.525,44.543,45.641,0.145
4921,4922,4.008,0.250,2,6,44.527,44.556,45.651,0.145
4922,4923,4.008,0.250,2,6,44.483,44.501,45.605,0.145
4923,4924,4.008,0.250,2,6,44.517,44.577,45.622,0.145
4924,4925,4.008,0.250,2,6,44.453,44.479,45.599,0.145
4925,4926,4.008,0.250,2,6,44.342,44.365,45.375,0.119
4926,4927,4.008,0.250,2,6,44.381,44.458,45.467,0.119
4927,4928,4.008,0.250,2,6,44.389,44.465,45.568,0.119
4928,4929,4.008,0.250,2,6,44.407,44.430,45.428,0.119
4929,4930,4.008,0.250,2,6,44.365,44.438,45.493,0.119
4930,4931,4.008,0.250,2,6,44.394,44.485,45.578,0.119
4931,4932,4.008,0.250,2,6,44.314,44.393,45.439,0.119
4932,4933,4.008,0.250,2,6,44.375,44.463,45.551,0.119
4933,4934,4.008,0.250,2,6,44.419,44.471,45.574,0.119
4934,4935,4.008,0.250,2,6,44.252,44.315,45.417,0.119
4935,4936,4.008,0.250,2,6,44.322,44.249,45.845,0.119
4936,4937,4.008,0.250,2,6,44.345,44.402,45.545,0.119
4937,4938,4.008,0.250,2,6,44.368,44.454,45.581,0.119
4938,4939,4.008,0.250,2,6,44.382,44.452,45.534,0.119
4939,4940,4.008,0.250,2,6,44.388,44.467,45.511,0.119
4943,4944,4.008,0.250,2,6,44.367,44.442,45.533,0.119
4944,4945,4.008,0.250,2,6,44.381,44.440,45.463,0.119
4945,4946,4.008,0.250,2,6,44.458,44.490,45.621,0.145
4946,4947,4.008,0.250,2,6,44.452,44.484,45.620,0.145
4947,4948,4.008,0.250,2,6,44.423,44.446,45.600,0.145
4948,4949,4.008,0.250,2,6,44.330,44.386,45.435,0.119
4949,4950,4.008,0.250,2,6,44.270,44.347,45.413,0.119
4950,4951,4.008,0.250,2,6,44.314,44.383,45.476,0.119
4951,4952,4.008,0.250,2,6,44.342,44.393,45.482,0.119
4952,4953,4.008,0.250,2,6,44.296,44.374,45.481,0.119
4953,4954,4.008,0.250,2,6,44.303,44.378,45.404,0.119
4954,4955,4.008,0.250,2,6,44.298,44.360,45.441,0.119
4955,4956,4.008,0.250,2,6,44.253,44.343,45.398,0.119
4956,4957,4.008,0.250,2,6,44.281,44.353,45.419,0.119
4957,4958,4.008,0.250,2,6,44.255,44.354,45.404,0.119
4958,4959,4.008,0.250,2,6,44.285,44.364,45.431,0.119
4959,4960,4.008,0.250,2,6,44.261,44.335,45.444,0.119
4965,4966,4.008,0.250,2,6,44.318,44.290,45.343,0.125
4966,4967,4.008,0.250,2,6,44.352,44.445,45.462,0.125
4967,4968,4.008,0.250,2,6,44.294,44.438,45.256,0.125
4968,4969,4.008,0.250,2,6,44.324,44.508,45.318,0.125
4969,4970,4.008,0.250,2,6,44.343,44.482,45.333,0.125
4970,4971,4.008,0.250,2,6,44.235,44.393,45.185,0.125
4971,4972,4.008,0.250,2,6,44.265,44.453,45.182,0.125
4972,4973,4.008,0.250,2,6,44.291,44.477,45.169,0.125
4973,4974,4.008,0.250,2,6,44.196,44.191,45.125,0.125
4974,4975,4.008,0.250,2,6,44.222,44.524,45.158,0.125
4975,4976,4.008,0.250,2,6,44.257,44.397,45.218,0.125
4982,4983,4.008,0.250,2,6,44.360,44.492,45.308,0.050
4983,4984,4.008,0.250,2,6,44.451,44.652,45.823,0.050
4984,4985,4.008,0.250,2,6,44.313,44.547,45.355,0.050
4985,4986,4.008,0.250,2,6,44.307,44.470,45.339,0.050
4986,4987,4.008,0.250,2,6,44.345,44.628,45.625,0.050
4987,4988,4.008,0.250,2,6,44.328,44.625,45.523,0.050
4990,4991,4.008,0.250,2,6,44.271,44.406,45.327,0.050
4991,4992,4.008,0.250,2,6,44.335,44.485,45.304,0.050
4995,4996,4.008,0.250,2,6,44.292,44.436,45.272,0.050
4996,4997,4.008,0.250,2,6,44.249,44.373,45.303,0.050
4997,4998,4.008,0.250,2,6,44.261,44.419,45.324,0.050
4998,4999,4.008,0.250,2,6,44.247,44.394,45.280,0.050
4999,5000,4.008,0.250,2,6,44.252,44.400,45.125,-0.097
5000,5001,4.008,0.250,2,6,44.400,44.771,45.447,-0.097
5001,5002,4.008,0.250,2,6,44.149,44.423,45.095,-0.097
5002,5003,4.008,0.250,2,6,44.217,44.456,45.275,-0.097
5003,5004,4.008,0.250,2,6,44.270,44.508,45.366,-0.097
5004,5005,4.008,0.250,2,6,44.292,44.585,45.365,-0.097
5005,5006,4.008,0.250,2,6,44.200,44.522,45.125,-0.097
5006,5007,4.008,0.250,2,6,44.244,44.411,45.155,-0.097
5007,5008,4.008,0.250,2,6,44.321,44.571,45.331,-0.097
5008,5009,4.008,0.250,2,6,44.266,44.539,45.362,-0.097
5009,5010,4.008,0.250,2,6,44.275,44.373,45.369,-0.097
5013,5014,4.008,0.250,2,6,44.357,44.429,45.282,-0.040
5014,5015,4.008,0.250,2,6,44.311,44.470,45.278,-0.040
5015,5016,4.008,0.250,2,6,44.324,44.458,45.258,-0.040
5016,5017,4.008,0.250,2,6,44.322,44.521,45.136,-0.040
5017,5018,4.008,0.250,2,6,44.335,44.570,45.375,-0.040
5018,5019,4.008,0.250,2,6,44.291,44.503,45.152,-0.040
5019,5020,4.008,0.250,2,6,44.282,44.526,45.034,-0.040
5020,5021,4.008,0.250,2,6,44.273,44.479,45.155,-0.040
5021,5022,4.008,0.250,2,6,44.274,44.482,45.236,-0.040
5022,5023,4.008,0.250,2,6,44.324,44.527,45.126,-0.040
5023,5024,4.008,0.250,2,6,44.249,44.473,45.240,-0.040
5024,5025,4.008,0.250,2,6,44.294,44.488,45.090,-0.040
5025,5026,4.008,0.250,2,6,44.284,44.496,45.311,-0.040
5026,5027,4.008,0.250,2,6,44.305,44.455,45.096,-0.040
5027,5028,4.008,0.250,2,6,44.307,44.454,45.139,-0.040
5031,5032,4.008,0.250,2,6,44.262,44.463,45.080,-0.040
5032,5033,4.008,0.250,2,6,44.277,44.496,45.215,-0.040
5033,5034,4.008,0.250,2,6,44.248,44.469,45.164,-0.040
5038,5039,4.008,0.250,2,6,44.158,44.346,45.052,0.750
5039,5040,4.008,0.250,2,6,44.215,44.370,45.010,0.750
5040,5041,4.008,0.250,2,6,43.979,44.132,45.047,0.750
5041,5042,4.008,0.250,2,6,44.114,44.127,44.880,0.750
5042,5043,4.008,0.250,2,6,44.157,44.232,44.859,0.750
5044,5045,4.008,0.250,2,6,44.142,44.247,44.825,0.750
5045,5046,4.008,0.250,2,6,44.093,44.217,44.801,0.750
5046,5047,4.008,0.250,2,6,44.160,44.276,44.967,0.750
5047,5048,4.008,0.250,2,6,44.118,44.225,44.875,-1.250
5048,5049,4.008,0.250,2,6,44.232,44.451,45.072,-1.250
5049,5050,4.008,0.250,2,6,44.001,44.190,44.638,-1.250
5050,5051,4.008,0.250,2,6,44.193,44.288,44.900,-1.250
5051,5052,4.008,0.250,2,6,44.040,44.129,44.625,-1.250
5052,5053,4.008,0.250,2,6,44.146,44.260,44.915,-1.250
5053,5054,4.008,0.250,2,6,44.170,44.253,44.918,-1.250
5054,5055,4.008,0.250,2,6,44.114,44.219,44.875,-1.250
5055,5056,4.008,0.250,2,6,44.101,44.165,44.869,-1.250
5056,5057,4.008,0.250,2,6,44.153,44.231,44.807,-1.250
5057,5058,4.008,0.250,2,6,44.123,44.249,44.864,-1.250
5058,5059,4.008,0.250,2,6,44.160,44.242,44.865,-1.250
5059,5060,4.008,0.250,2,6,44.133,44.245,44.940,-1.250
5060,5061,4.008,0.250,2,6,44.149,44.211,44.960,-1.250
5062,5063,4.008,0.250,2,6,44.126,44.223,44.755,-1.250
5063,5064,4.008,0.250,2,6,44.088,44.101,44.838,-1.250
5064,5065,4.008,0.250,2,6,44.139,44.221,44.872,-1.250
5065,5066,4.008,0.250,2,6,44.118,44.223,44.836,-1.250
5066,5067,4.008,0.250,2,6,44.089,44.221,44.843,-1.250
5068,5069,4.008,0.250,2,6,44.175,44.275,44.905,-1.250
5069,5070,4.008,0.250,2,6,44.129,44.238,44.875,-1.250
5070,5071,4.008,0.250,2,6,44.218,44.313,45.092,-1.250
5071,5072,4.008,0.250,2,6,44.140,44.257,44.891,-1.250
5072,5073,4.008,0.250,2,6,44.179,44.311,44.942,-1.250
5073,5074,4.008,0.250,2,6,44.161,44.292,44.929,-1.250
5075,5076,4.008,0.250,2,6,44.178,44.267,44.859,-1.250
5076,5077,4.008,0.250,2,6,44.189,44.324,44.867,-1.250
5077,5078,4.008,0.250,2,6,44.241,44.349,45.057,-1.250
5078,5079,4.008,0.250,2,6,44.122,44.218,45.062,-1.290
5079,5080,4.008,0.250,2,6,44.184,44.307,44.668,-1.290
5080,5081,4.008,0.250,2,6,44.055,44.167,44.716,-1.290
5081,5082,4.008,0.250,2,6,44.034,44.075,44.788,-1.290
5082,5083,4.008,0.250,2,6,44.061,44.181,44.657,-1.290
5083,5084,4.008,0.250,2,6,43.934,44.030,44.560,-1.290
5084,5085,4.008,0.250,2,6,43.996,44.112,44.574,-1.290
5085,5086,4.008,0.250,2,6,44.037,44.207,45.021,-1.290
5086,5087,4.008,0.250,2,6,44.096,44.223,44.998,-1.290
5089,5090,4.008,0.250,2,6,44.063,44.123,44.821,-1.290
5090,5091,4.008,0.250,2,6,44.117,44.251,44.878,-1.290
5091,5092,4.008,0.250,2,6,44.085,44.194,44.918,-1.290
5092,5093,4.008,0.250,2,6,44.103,44.204,44.817,-1.290
5093,5094,4.008,0.250,2,6,44.103,44.214,44.913,-1.290
5094,5095,4.008,0.250,2,6,44.102,44.173,44.794,-1.290
5095,5096,4.008,0.250,2,6,44.059,44.107,44.668,-1.290
5096,5097,4.008,0.250,2,6,44.054,44.147,44.731,-1.290
5097,5098,4.008,0.250,2,6,44.077,44.119,44.908,-1.290
5098,5099,4.008,0.250,2,6,44.070,44.108,44.933,-1.290
5099,5100,4.008,0.250,2,6,44.077,44.158,44.882,-1.290
5100,5101,4.008,0.250,2,6,44.089,44.129,44.737,-1.290
5101,5102,4.008,0.250,2,6,44.079,44.206,44.764,-1.290
5102,5103,4.008,0.250,2,6,44.014,44.171,44.739,-1.290
5103,5104,4.008,0.250,2,6,44.171,44.258,44.930,-1.290
5104,5105,4.008,0.250,2,6,44.050,44.139,44.759,-1.290
5105,5106,4.008,0.250,2,6,44.118,44.200,44.864,-1.290
5106,5107,4.008,0.250,2,6,44.113,44.160,44.729,-1.290
5111,5112,4.008,0.250,2,6,44.077,44.151,44.676,-1.290
5113,5114,4.008,0.250,2,6,44.104,44.221,44.799,-1.290
5114,5115,4.008,0.250,2,6,44.115,44.198,44.898,-1.290
5115,5116,4.008,0.250,2,6,44.120,44.228,44.879,-1.290
5116,5117,4.008,0.250,2,6,44.084,44.154,45.125,-1.290
5117,5118,4.008,0.250,2,6,44.075,44.127,44.724,-1.290
5118,5119,4.008,0.250,2,6,44.080,44.189,44.873,-1.290
5119,5120,4.008,0.250,2,6,44.085,44.127,44.811,-1.290
5120,5121,4.008,0.250,2,6,44.038,44.197,44.657,-1.290
5122,5123,4.008,0.250,2,6,44.036,44.141,44.564,-1.290
5128,5129,4.008,0.250,2,6,44.078,44.395,44.534,-1.290
5129,5130,4.008,0.250,2,6,44.145,44.243,44.636,-1.290
5130,5131,4.008,0.250,2,6,44.105,44.240,43.911,-1.290
5131,5132,4.008,0.250,2,6,44.042,44.253,44.625,-1.290
5132,5133,4.008,0.250,2,6,44.111,44.302,44.903,-1.290
5133,5134,4.008,0.250,2,6,44.061,44.376,44.607,-1.290
5134,5135,4.008,0.250,2,6,44.044,44.211,44.625,-1.290
5135,5136,4.008,0.250,2,6,43.966,44.375,44.125,-1.290
5136,5137,4.008,0.250,2,6,44.001,44.145,44.449,-1.290
5137,5138,4.008,0.250,2,6,43.991,44.197,45.143,-1.290
5138,5139,4.008,0.250,2,6,44.081,44.248,44.109,-1.290
5139,5140,4.008,0.250,2,6,44.022,44.185,44.117,-1.290
5140,5141,4.008,0.250,2,6,44.026,44.200,44.875,-1.290
5141,5142,4.008,0.250,2,6,43.984,44.222,44.875,-1.290
5142,5143,4.008,0.250,2,6,43.993,44.301,44.701,-1.290
5143,5144,4.008,0.250,2,6,44.070,44.293,44.125,-1.290
5144,5145,4.008,0.250,2,6,43.899,44.266,43.875,-1.290
5183,5184,4.008,0.250,2,6,44.043,44.093,44.402,-1.290
5184,5185,4.008,0.250,2,6,44.010,44.220,44.620,-1.290
5185,5186,4.008,0.250,2,6,44.267,44.426,44.125,-1.290
5197,5198,4.008,0.250,2,6,44.018,43.992,44.875,-1.290
5198,5199,4.008,0.250,2,6,43.980,44.055,44.119,-1.290
5199,5200,4.008,0.250,2,6,44.028,44.122,44.399,-1.290
5200,5201,4.008,0.250,2,6,43.937,44.134,43.938,-1.290
5201,5202,4.008,0.250,2,6,43.951,44.117,44.125,-1.290
5202,5203,4.008,0.250,2,6,43.991,44.193,44.593,-1.290
5203,5204,4.008,0.250,2,6,43.881,44.289,44.369,-1.290
5204,5205,4.008,0.250,2,6,43.903,44.167,44.875,-1.290
5206,5207,4.008,0.250,2,6,43.958,44.132,44.375,-1.290
5207,5208,4.008,0.250,2,6,44.020,44.131,44.394,-1.290
5208,5209,4.008,0.250,2,6,43.913,44.118,44.617,-1.290
5209,5210,4.008,0.250,2,6,43.984,44.141,44.375,-1.290
5210,5211,4.008,0.250,2,6,43.375,44.183,44.388,-1.290
5211,5212,4.008,0.250,2,6,43.954,44.018,44.187,-1.290
5212,5213,4.008,0.250,2,6,43.927,44.133,43.875,-1.290
5213,5214,4.008,0.250,2,6,43.905,43.910,44.601,-1.290
5217,5218,4.008,0.250,2,6,43.926,44.109,44.434,-1.290
5218,5219,4.008,0.250,2,6,43.988,43.965,44.302,-1.290
5219,5220,4.008,0.250,2,6,43.983,44.375,44.291,-1.290
5220,5221,4.008,0.250,2,6,44.047,44.148,44.297,-1.290
5221,5222,4.008,0.250,2,6,44.099,44.103,44.619,-1.290
5222,5223,4.008,0.250,2,6,44.090,44.299,44.875,-1.290
5223,5224,4.008,0.250,2,6,44.029,44.132,44.358,-1.290
5224,5225,4.008,0.250,2,6,44.115,44.246,44.625,-1.290
5225,5226,4.008,0.250,2,6,44.079,44.239,44.180,-1.290
5226,5227,4.008,0.250,2,6,44.095,44.125,44.914,-1.290
5227,5228,4.008,0.250,2,6,44.093,44.137,44.839,-1.290
5228,5229,4.008,0.250,2,6,44.101,44.152,44.836,-1.290
5229,5230,4.008,0.250,2,6,44.148,44.212,44.555,-1.290
5230,5231,4.008,0.250,2,6,44.150,44.304,45.125,-1.290
5231,5232,4.008,0.250,2,6,44.150,44.287,44.864,-1.290
5232,5233,4.008,0.250,2,6,44.109,44.180,44.896,-1.290
5237,5238,4.008,0.250,2,6,44.047,44.275,44.973,-1.290
5238,5239,4.008,0.250,2,6,44.019,44.389,44.753,-1.290
5239,5240,4.008,0.250,2,6,44.145,44.423,44.750,-1.290
5240,5241,4.008,0.250,2,6,43.992,44.325,44.840,-1.290
5241,5242,4.008,0.250,2,6,44.218,44.255,45.036,-1.290
5242,5243,4.008,0.250,2,6,44.095,44.342,44.935,-1.290
5243,5244,4.008,0.250,2,6,44.118,44.285,44.917,-1.290
5244,5245,4.008,0.250,2,6,44.093,44.339,44.625,0.680
5245,5246,4.008,0.250,2,6,44.079,44.361,44.650,0.680
5246,5247,4.008,0.250,2,6,44.096,44.297,45.119,0.680
5247,5248,4.008,0.250,2,6,44.154,44.173,44.875,0.680
5248,5249,4.008,0.250,2,6,44.055,44.214,44.747,0.680
5251,5252,4.008,0.250,2,6,44.069,44.221,44.531,0.680
5253,5254,4.008,0.250,2,6,44.082,44.202,44.702,0.680
5254,5255,4.008,0.250,2,6,44.109,44.088,44.625,0.680
5255,5256,4.008,0.250,2,6,44.045,44.132,44.348,0.680
5256,5257,4.008,0.250,2,6,44.077,44.141,44.694,0.680
5257,5258,4.008,0.250,2,6,44.130,44.149,44.603,0.680
5258,5259,4.008,0.250,2,6,44.101,44.201,44.768,0.680
5259,5260,4.008,0.250,2,6,44.008,44.247,44.567,0.680
5260,5261,4.008,0.250,2,6,43.956,44.251,44.361,0.680
5261,5262,4.008,0.250,2,6,43.993,44.102,44.572,0.680
5266,5267,4.008,0.250,2,6,44.049,44.129,44.676,0.680
5267,5268,4.008,0.250,2,6,44.168,44.255,44.590,0.680
5268,5269,4.008,0.250,2,6,44.179,44.100,44.723,0.680
5269,5270,4.008,0.250,2,6,44.187,44.183,44.867,0.680
5270,5271,4.008,0.250,2,6,44.140,44.247,44.625,0.680
5271,5272,4.008,0.250,2,6,44.235,44.346,44.893,0.680
5272,5273,4.008,0.250,2,6,44.135,44.268,45.375,0.680
5273,5274,4.008,0.250,2,6,44.119,44.311,44.782,0.680
5274,5275,4.008,0.250,2,6,43.878,44.133,44.580,0.680
5276,5277,4.008,0.250,2,6,43.910,43.938,43.693,0.680
5277,5278,4.008,0.250,2,6,44.032,44.055,44.375,0.680
5278,5279,4.008,0.250,2,6,43.913,44.007,44.617,0.680
5279,5280,4.008,0.250,2,6,43.920,43.870,43.875,0.680
5280,5281,4.008,0.250,2,6,43.937,43.877,44.520,0.680
5281,5282,4.008,0.250,2,6,43.736,44.125,45.125,0.680
5282,5283,4.008,0.250,2,6,43.931,44.179,44.608,0.680
5283,5284,4.008,0.250,2,6,43.902,44.025,43.998,0.680
5284,5285,4.008,0.250,2,6,43.962,43.893,44.375,0.680
5285,5286,4.008,0.250,2,6,43.851,43.898,44.109,0.680
5286,5287,4.008,0.250,2,6,43.935,44.059,44.506,0.680
5287,5288,4.008,0.250,2,6,43.808,43.973,43.806,0.680
5288,5289,4.008,0.250,2,6,43.967,44.049,44.875,0.680
5289,5290,4.008,0.250,2,6,43.779,44.180,44.195,0.680
5290,5291,4.008,0.250,2,6,43.821,44.021,44.439,0.680
5291,5292,4.008,0.250,2,6,44.017,43.932,44.625,0.680
5293,5294,4.008,0.250,2,6,43.857,44.194,44.087,0.680
5294,5295,4.008,0.250,2,6,43.988,44.118,44.447,0.680
5304,5305,4.008,0.250,2,6,44.160,44.102,44.625,0.720
5305,5306,4.008,0.250,2,6,44.180,44.063,44.611,0.720
