X_BIN_1 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
X_BIN_2 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
X_BIN_3 0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
X_BIN_4 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.50,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,
X_BIN_5 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.75,1.00,0.00,1.00,0.50,0.50,0.00,1.00,1.00,0.00,0.00,0.50,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.67,1.00,0.00,0.00,0.50,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,
X_BIN_6 0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.50,0.75,1.00,0.57,1.00,1.00,1.00,1.00,0.80,0.50,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.50,0.00,0.50,1.00,0.00,1.00,0.67,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.50,0.25,0.00,0.00,1.00,0.00,1.00,1.00,1.00,
X_BIN_7 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.85,0.78,0.82,0.69,0.80,0.89,0.92,0.75,0.85,0.79,0.97,0.73,0.79,0.68,0.85,0.81,0.74,0.65,0.75,0.72,0.78,0.75,0.91,0.91,0.60,0.83,0.69,0.83,0.71,0.40,0.60,0.57,0.86,0.75,0.60,0.67,1.00,0.80,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,
X_BIN_8 0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.83,0.78,0.81,0.80,0.76,0.86,0.82,0.89,0.88,0.82,0.84,0.77,0.84,0.76,0.82,0.81,0.83,0.82,0.75,0.78,0.80,0.78,0.82,0.89,0.67,0.86,0.70,0.71,0.73,0.74,0.86,0.96,0.82,0.85,0.76,0.83,0.86,0.89,1.00,0.60,0.67,0.60,0.71,0.67,0.67,1.00,1.00,1.00,0.50,1.00,1.00,1.00,
X_BIN_9 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.72,0.82,0.78,0.76,0.87,0.81,0.78,0.81,0.88,0.81,0.76,0.79,0.78,0.76,0.78,0.79,0.78,0.81,0.75,0.80,0.81,0.80,0.82,0.80,0.79,0.84,0.71,0.87,0.79,0.77,0.88,0.84,0.81,0.91,0.75,0.81,0.92,0.67,0.75,0.86,0.80,1.00,0.88,0.75,0.80,0.67,1.00,1.00,1.00,1.00,1.00,1.00,
X_BIN_10 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.86,0.88,0.78,0.76,0.81,0.85,0.81,0.84,0.80,0.83,0.86,0.86,0.80,0.84,0.79,0.71,0.85,0.74,0.82,0.79,0.76,0.78,0.81,0.83,0.77,0.80,0.71,0.71,0.76,0.83,0.84,0.75,0.86,0.70,0.91,0.87,0.89,0.77,0.73,1.00,1.00,0.86,0.75,0.40,0.80,0.71,0.75,1.00,0.50,0.83,0.60,0.50,
X_BIN_11 0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.78,0.79,0.80,0.85,0.76,0.86,0.79,0.80,0.87,0.78,0.83,0.83,0.79,0.79,0.80,0.83,0.84,0.79,0.78,0.82,0.78,0.79,0.86,0.80,0.72,0.79,0.80,0.72,0.81,0.77,0.54,0.82,0.87,0.87,0.70,0.95,0.92,0.89,0.93,0.86,0.79,0.86,0.86,1.00,0.83,0.50,0.89,0.86,0.67,1.00,0.62,0.33,
X_BIN_12 0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.50,0.95,0.81,0.79,0.82,0.81,0.84,0.81,0.78,0.82,0.79,0.82,0.82,0.76,0.82,0.80,0.83,0.78,0.86,0.82,0.77,0.80,0.77,0.79,0.82,0.78,0.83,0.78,0.79,0.88,0.76,0.69,0.77,0.67,0.80,0.81,0.82,0.72,0.79,1.00,0.90,0.58,0.88,0.86,1.00,0.83,1.00,0.86,0.80,1.00,0.60,0.75,0.75,
X_BIN_13 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.95,0.82,0.88,0.84,0.82,0.85,0.82,0.82,0.82,0.83,0.82,0.81,0.82,0.82,0.76,0.80,0.84,0.83,0.82,0.79,0.85,0.79,0.76,0.81,0.79,0.77,0.79,0.76,0.77,0.76,0.80,0.79,0.83,0.77,0.85,0.71,0.75,0.92,0.89,0.75,0.79,0.69,0.77,1.00,1.00,1.00,0.50,0.00,0.33,1.00,0.71,0.89,
X_BIN_14 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.80,0.72,0.79,0.73,0.84,0.79,0.83,0.79,0.81,0.77,0.80,0.77,0.79,0.79,0.84,0.81,0.79,0.84,0.79,0.84,0.78,0.77,0.82,0.79,0.80,0.80,0.76,0.80,0.78,0.75,0.77,0.78,0.88,0.79,0.82,0.79,0.88,0.91,0.74,0.71,0.86,0.90,0.86,0.75,1.00,0.67,0.83,0.80,0.50,0.83,0.75,1.00,1.00,
X_BIN_15 0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.82,0.82,0.81,0.85,0.80,0.81,0.78,0.85,0.80,0.83,0.82,0.77,0.83,0.82,0.77,0.80,0.81,0.81,0.78,0.81,0.79,0.80,0.81,0.78,0.81,0.81,0.84,0.86,0.77,0.79,0.80,0.88,0.71,0.82,0.85,0.84,0.81,0.82,0.75,0.78,0.75,0.82,0.82,0.64,0.82,0.73,0.62,0.94,0.80,0.71,0.71,
X_BIN_16 0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.88,0.86,0.82,0.82,0.82,0.88,0.83,0.81,0.82,0.78,0.82,0.81,0.79,0.82,0.83,0.78,0.81,0.76,0.77,0.81,0.77,0.80,0.83,0.78,0.77,0.80,0.80,0.82,0.76,0.78,0.72,0.80,0.73,0.77,0.81,0.80,0.85,0.76,0.78,0.91,0.69,0.86,0.92,1.00,1.00,0.93,0.88,0.64,0.91,0.85,0.71,0.82,
X_BIN_17 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.86,0.77,0.75,0.77,0.82,0.85,0.77,0.83,0.78,0.85,0.86,0.82,0.80,0.77,0.79,0.77,0.81,0.79,0.83,0.79,0.83,0.78,0.78,0.81,0.81,0.78,0.76,0.75,0.77,0.76,0.78,0.78,0.76,0.81,0.85,0.73,0.88,0.85,0.89,0.82,0.89,0.77,0.95,0.74,0.82,0.73,0.64,0.85,0.67,0.60,0.57,0.86,
X_BIN_18 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.86,0.83,0.78,0.85,0.84,0.78,0.81,0.80,0.77,0.83,0.78,0.80,0.79,0.81,0.81,0.81,0.76,0.82,0.78,0.81,0.76,0.78,0.78,0.80,0.79,0.82,0.78,0.77,0.77,0.76,0.77,0.76,0.82,0.71,0.74,0.78,0.81,0.89,0.78,0.82,0.97,0.82,0.86,0.73,0.89,0.73,0.89,0.90,0.75,0.67,0.88,0.64,
X_BIN_19 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.67,1.00,0.84,0.91,0.84,0.81,0.80,0.81,0.84,0.83,0.80,0.80,0.80,0.82,0.85,0.80,0.79,0.78,0.79,0.77,0.81,0.77,0.80,0.78,0.78,0.80,0.77,0.78,0.72,0.77,0.77,0.69,0.77,0.76,0.79,0.75,0.82,0.78,0.79,0.94,0.82,0.84,0.88,0.80,0.84,0.92,0.79,0.62,0.70,0.87,0.73,0.92,0.87,
X_BIN_20 0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.50,1.00,0.85,0.84,0.84,0.77,0.83,0.81,0.84,0.83,0.80,0.79,0.82,0.81,0.83,0.82,0.79,0.79,0.78,0.79,0.80,0.76,0.79,0.79,0.77,0.79,0.78,0.75,0.70,0.75,0.79,0.77,0.75,0.75,0.76,0.78,0.78,0.82,0.85,0.88,0.82,0.87,0.85,0.72,0.79,0.77,0.88,0.88,0.65,0.79,0.65,0.70,0.61,
X_BIN_21 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.88,0.87,0.85,0.81,0.85,0.80,0.81,0.80,0.84,0.80,0.84,0.80,0.84,0.83,0.83,0.81,0.80,0.77,0.79,0.78,0.79,0.76,0.77,0.79,0.78,0.77,0.76,0.78,0.77,0.72,0.76,0.81,0.75,0.72,0.77,0.76,0.80,0.80,0.81,0.78,0.88,0.76,0.80,0.84,0.81,0.88,0.76,0.72,0.71,0.74,0.75,0.67,
X_BIN_22 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.88,0.82,0.86,0.84,0.84,0.78,0.86,0.83,0.82,0.77,0.78,0.82,0.80,0.82,0.82,0.80,0.78,0.80,0.78,0.78,0.78,0.79,0.78,0.77,0.77,0.77,0.78,0.74,0.77,0.77,0.76,0.76,0.76,0.79,0.74,0.74,0.72,0.81,0.81,0.72,0.83,0.84,0.88,0.78,0.82,0.70,0.75,0.70,0.70,0.71,0.74,
X_BIN_23 0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.80,1.00,0.74,0.83,0.80,0.79,0.86,0.80,0.83,0.83,0.80,0.80,0.81,0.83,0.81,0.83,0.78,0.79,0.81,0.77,0.79,0.79,0.79,0.78,0.78,0.78,0.79,0.77,0.74,0.77,0.78,0.80,0.78,0.79,0.74,0.76,0.80,0.78,0.79,0.75,0.84,0.83,0.79,0.82,0.81,0.88,0.86,0.82,0.88,0.79,0.73,0.73,0.62,
X_BIN_24 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.83,0.82,0.85,0.77,0.83,0.81,0.82,0.79,0.76,0.82,0.83,0.82,0.79,0.82,0.81,0.82,0.80,0.80,0.80,0.77,0.80,0.76,0.79,0.80,0.80,0.78,0.77,0.77,0.78,0.79,0.76,0.76,0.77,0.76,0.80,0.81,0.81,0.81,0.78,0.76,0.82,0.85,0.85,0.81,0.90,0.79,0.83,0.85,0.80,0.71,0.68,0.68,
X_BIN_25 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.81,0.79,0.81,0.84,0.80,0.83,0.81,0.80,0.82,0.82,0.82,0.82,0.85,0.79,0.79,0.78,0.77,0.82,0.81,0.82,0.78,0.78,0.77,0.79,0.78,0.79,0.78,0.79,0.78,0.82,0.82,0.78,0.76,0.79,0.80,0.81,0.80,0.80,0.79,0.81,0.84,0.87,0.80,0.87,0.90,0.86,0.86,0.83,0.74,0.70,0.64,
X_BIN_26 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.80,0.88,0.84,0.85,0.81,0.84,0.86,0.80,0.85,0.86,0.81,0.81,0.79,0.81,0.79,0.78,0.82,0.80,0.80,0.80,0.80,0.79,0.78,0.77,0.78,0.80,0.76,0.78,0.80,0.80,0.78,0.77,0.74,0.81,0.81,0.82,0.79,0.80,0.86,0.83,0.82,0.82,0.85,0.88,0.85,0.88,0.84,0.82,0.78,0.68,0.62,
X_BIN_27 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.81,0.79,0.79,0.84,0.79,0.82,0.80,0.80,0.84,0.82,0.77,0.80,0.80,0.82,0.78,0.78,0.79,0.78,0.78,0.79,0.78,0.78,0.77,0.77,0.79,0.77,0.77,0.78,0.78,0.78,0.78,0.72,0.74,0.79,0.84,0.83,0.85,0.83,0.82,0.82,0.83,0.86,0.86,0.87,0.87,0.87,0.86,0.84,0.77,0.70,0.64,
X_BIN_28 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.88,0.81,0.83,0.77,0.85,0.83,0.84,0.81,0.83,0.81,0.84,0.79,0.81,0.83,0.82,0.79,0.82,0.82,0.82,0.80,0.80,0.78,0.81,0.79,0.78,0.79,0.77,0.76,0.76,0.78,0.79,0.77,0.68,0.68,0.78,0.81,0.83,0.85,0.86,0.85,0.86,0.87,0.87,0.88,0.86,0.87,0.86,0.86,0.86,0.78,0.73,0.67,
X_BIN_29 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.91,0.83,0.82,0.83,0.80,0.84,0.82,0.82,0.77,0.82,0.83,0.84,0.82,0.79,0.84,0.81,0.84,0.79,0.77,0.76,0.80,0.78,0.79,0.79,0.78,0.77,0.78,0.78,0.78,0.79,0.77,0.72,0.59,0.61,0.74,0.81,0.84,0.84,0.85,0.86,0.86,0.87,0.87,0.87,0.86,0.86,0.87,0.84,0.83,0.79,0.69,0.67,
X_BIN_30 0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.80,0.80,0.84,0.83,0.83,0.81,0.82,0.84,0.82,0.81,0.83,0.81,0.83,0.82,0.83,0.76,0.79,0.81,0.77,0.79,0.80,0.79,0.79,0.76,0.77,0.78,0.75,0.77,0.77,0.77,0.74,0.57,0.40,0.46,0.63,0.77,0.81,0.82,0.85,0.85,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.84,0.82,0.79,0.69,0.62,
X_BIN_31 0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.75,0.87,0.83,0.79,0.82,0.87,0.83,0.79,0.80,0.85,0.82,0.84,0.82,0.83,0.84,0.82,0.80,0.81,0.79,0.79,0.79,0.80,0.80,0.80,0.79,0.77,0.78,0.76,0.76,0.76,0.63,0.36,0.24,0.32,0.53,0.73,0.79,0.82,0.83,0.84,0.86,0.85,0.86,0.87,0.88,0.88,0.86,0.86,0.83,0.71,0.61,0.67,
X_BIN_32 0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.86,0.83,0.78,0.83,0.81,0.82,0.87,0.83,0.83,0.83,0.86,0.84,0.79,0.82,0.83,0.80,0.82,0.80,0.81,0.81,0.81,0.80,0.83,0.80,0.79,0.79,0.78,0.75,0.67,0.51,0.30,0.23,0.29,0.48,0.67,0.74,0.80,0.83,0.83,0.83,0.83,0.86,0.87,0.88,0.87,0.88,0.84,0.77,0.72,0.62,0.65,
X_BIN_33 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.83,0.81,0.85,0.82,0.83,0.81,0.87,0.85,0.83,0.81,0.80,0.83,0.82,0.83,0.88,0.80,0.84,0.81,0.82,0.79,0.78,0.81,0.79,0.81,0.80,0.80,0.80,0.77,0.76,0.68,0.62,0.47,0.32,0.39,0.56,0.67,0.73,0.80,0.78,0.80,0.82,0.80,0.79,0.82,0.84,0.84,0.84,0.81,0.76,0.68,0.62,0.63,
X_BIN_34 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.78,0.86,0.82,0.85,0.80,0.83,0.84,0.82,0.84,0.80,0.79,0.84,0.83,0.81,0.80,0.81,0.79,0.80,0.81,0.76,0.78,0.80,0.77,0.80,0.79,0.79,0.77,0.77,0.73,0.72,0.72,0.65,0.57,0.53,0.66,0.74,0.80,0.77,0.80,0.78,0.79,0.83,0.80,0.83,0.80,0.83,0.86,0.83,0.65,0.66,0.54,0.54,
X_BIN_35 0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.67,0.79,0.89,0.83,0.84,0.82,0.80,0.78,0.79,0.82,0.82,0.85,0.82,0.84,0.81,0.81,0.79,0.79,0.81,0.77,0.80,0.81,0.80,0.80,0.77,0.78,0.78,0.77,0.78,0.73,0.74,0.73,0.71,0.67,0.60,0.70,0.76,0.77,0.77,0.80,0.77,0.76,0.81,0.79,0.80,0.82,0.81,0.79,0.75,0.75,0.68,0.61,0.63,
X_BIN_36 0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.67,0.64,0.82,0.80,0.86,0.80,0.78,0.81,0.80,0.82,0.80,0.80,0.83,0.81,0.80,0.79,0.80,0.77,0.79,0.83,0.80,0.78,0.80,0.80,0.78,0.77,0.76,0.77,0.79,0.76,0.77,0.75,0.73,0.75,0.67,0.73,0.78,0.80,0.77,0.78,0.76,0.81,0.77,0.81,0.78,0.83,0.81,0.86,0.72,0.88,0.61,0.72,0.63,
X_BIN_37 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.84,0.81,0.77,0.84,0.85,0.82,0.80,0.83,0.84,0.82,0.80,0.83,0.81,0.82,0.81,0.80,0.80,0.80,0.80,0.80,0.81,0.79,0.79,0.79,0.79,0.79,0.77,0.77,0.79,0.78,0.77,0.78,0.76,0.73,0.78,0.79,0.75,0.77,0.77,0.77,0.81,0.83,0.86,0.86,0.83,0.72,0.82,0.75,0.68,0.90,0.62,0.61,
X_BIN_38 0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.83,0.64,0.86,0.82,0.80,0.81,0.87,0.82,0.83,0.80,0.81,0.81,0.80,0.80,0.84,0.80,0.80,0.80,0.77,0.79,0.81,0.80,0.83,0.80,0.80,0.79,0.78,0.77,0.79,0.78,0.77,0.79,0.78,0.76,0.75,0.80,0.79,0.77,0.80,0.80,0.82,0.82,0.83,0.87,0.82,0.71,0.72,0.78,0.84,0.68,0.65,0.65,0.68,
X_BIN_39 0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.88,0.84,0.83,0.78,0.81,0.83,0.85,0.84,0.80,0.78,0.81,0.82,0.82,0.81,0.79,0.83,0.83,0.81,0.80,0.80,0.82,0.80,0.80,0.82,0.78,0.78,0.81,0.79,0.79,0.76,0.80,0.80,0.79,0.78,0.81,0.79,0.79,0.79,0.79,0.73,0.82,0.85,0.83,0.89,0.77,0.83,0.79,0.73,0.84,0.88,0.83,0.82,
X_BIN_40 0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.75,0.92,0.85,0.81,0.79,0.82,0.82,0.82,0.81,0.82,0.79,0.82,0.80,0.82,0.82,0.82,0.84,0.82,0.81,0.82,0.81,0.80,0.80,0.81,0.78,0.80,0.80,0.80,0.80,0.78,0.79,0.79,0.76,0.81,0.77,0.79,0.78,0.74,0.75,0.77,0.84,0.83,0.73,0.76,0.83,0.68,0.95,0.75,0.74,0.69,0.78,0.80,0.88,
